epoch,batch_idx,loss,accuracy
0,0,1.7577799558639526,0.109375
0,1,1.7898255586624146,0.078125
0,2,1.7568527460098267,0.171875
0,3,1.7954983711242676,0.1015625
0,4,1.7300087213516235,0.1328125
0,5,1.782071590423584,0.1328125
0,6,1.8711228370666504,0.078125
0,7,1.696824312210083,0.1640625
0,8,1.7707586288452148,0.140625
0,9,1.7078378200531006,0.1875
0,10,1.5711365938186646,0.2265625
0,11,1.6941955089569092,0.1875
0,12,1.7064391374588013,0.203125
0,13,1.7120260000228882,0.15625
0,14,1.5700191259384155,0.171875
0,15,1.7209819555282593,0.2109375
0,16,1.5824347734451294,0.2265625
0,17,1.558443307876587,0.28125
0,18,1.621130347251892,0.1875
0,19,1.6413764953613281,0.171875
0,20,1.5045206546783447,0.2265625
0,21,1.5039465427398682,0.28125
0,22,1.6078999042510986,0.203125
0,23,1.571376919746399,0.25
0,0,1.7577799558639526,0.109375
0,24,1.533425211906433,0.234375
0,1,1.7898255586624146,0.078125
0,25,1.3483535051345825,0.3046875
0,2,1.7568527460098267,0.171875
0,26,1.5266741514205933,0.2734375
0,3,1.7954983711242676,0.1015625
0,27,1.5523910522460938,0.2890625
0,4,1.7300087213516235,0.1328125
0,28,1.46401047706604,0.28125
0,5,1.782071590423584,0.1328125
0,29,1.3904004096984863,0.3125
0,6,1.8711228370666504,0.078125
0,30,1.546677589416504,0.2578125
0,7,1.696824312210083,0.1640625
0,31,1.5677555799484253,0.203125
0,8,1.7707586288452148,0.140625
0,32,1.6054308414459229,0.1484375
0,9,1.7078378200531006,0.1875
0,33,1.525712251663208,0.21875
0,10,1.5711365938186646,0.2265625
0,34,1.5442378520965576,0.1796875
0,11,1.6941955089569092,0.1875
0,35,1.5162382125854492,0.25
0,12,1.7064391374588013,0.203125
0,36,1.5676078796386719,0.25
0,13,1.7120260000228882,0.15625
0,37,1.4514570236206055,0.265625
0,14,1.5700191259384155,0.171875
0,38,1.5212147235870361,0.25
0,15,1.7209819555282593,0.2109375
0,39,1.4379621744155884,0.296875
0,16,1.5824347734451294,0.2265625
0,40,1.4768606424331665,0.28125
0,17,1.558443307876587,0.28125
0,41,1.554386854171753,0.21875
0,18,1.621130347251892,0.1875
0,42,1.349185585975647,0.3125
0,19,1.6413764953613281,0.171875
0,43,1.2617040872573853,0.3828125
0,20,1.5045206546783447,0.2265625
0,44,1.4602606296539307,0.28125
0,21,1.5039465427398682,0.28125
0,45,1.4459409713745117,0.265625
0,22,1.6078999042510986,0.203125
0,46,1.390754222869873,0.3984375
0,23,1.571376919746399,0.25
0,47,1.3913469314575195,0.28125
0,24,1.533425211906433,0.234375
0,48,1.3701171875,0.3359375
0,25,1.3483535051345825,0.3046875
0,49,1.3953241109848022,0.3359375
0,26,1.5266741514205933,0.2734375
0,50,1.4084522724151611,0.296875
0,27,1.5523910522460938,0.2890625
0,51,1.4806873798370361,0.234375
0,28,1.46401047706604,0.28125
0,52,1.5591042041778564,0.234375
0,29,1.3904004096984863,0.3125
0,53,1.5044358968734741,0.2734375
0,30,1.546677589416504,0.2578125
0,54,1.3556371927261353,0.3359375
0,31,1.5677555799484253,0.203125
0,55,1.265066385269165,0.359375
0,32,1.6054308414459229,0.1484375
0,56,1.299873948097229,0.3515625
0,33,1.525712251663208,0.21875
0,57,1.4011422395706177,0.3046875
0,34,1.5442378520965576,0.1796875
0,58,1.3752360343933105,0.3203125
0,35,1.5162382125854492,0.25
0,59,1.3337875604629517,0.3515625
0,36,1.5676078796386719,0.25
0,60,1.3736411333084106,0.3203125
0,37,1.4514570236206055,0.265625
0,61,1.4464012384414673,0.2890625
0,38,1.5212147235870361,0.25
0,62,1.420292615890503,0.265625
0,39,1.4379621744155884,0.296875
0,63,1.3847986459732056,0.2578125
0,40,1.4768606424331665,0.28125
0,64,1.4934815168380737,0.2734375
0,41,1.554386854171753,0.21875
0,65,1.3484811782836914,0.328125
0,42,1.349185585975647,0.3125
0,66,1.3355400562286377,0.3125
0,43,1.2617040872573853,0.3828125
0,67,1.374416470527649,0.2734375
0,44,1.4602606296539307,0.28125
0,68,1.4024500846862793,0.3046875
0,45,1.4459409713745117,0.265625
0,69,1.2274343967437744,0.4609375
0,46,1.390754222869873,0.3984375
0,70,1.1700818538665771,0.4453125
0,47,1.3913469314575195,0.28125
0,71,1.4248919486999512,0.2890625
0,48,1.3701171875,0.3359375
0,72,1.5250494480133057,0.3046875
0,49,1.3953241109848022,0.3359375
0,73,1.351412296295166,0.390625
0,50,1.4084522724151611,0.296875
0,74,1.3112720251083374,0.3984375
0,51,1.4806873798370361,0.234375
0,75,1.2897371053695679,0.3515625
0,52,1.5591042041778564,0.234375
0,76,1.5021028518676758,0.2734375
0,53,1.5044358968734741,0.2734375
0,77,1.4441279172897339,0.3203125
0,54,1.3556371927261353,0.3359375
0,78,1.3502039909362793,0.2890625
0,55,1.265066385269165,0.359375
0,79,1.3048920631408691,0.34375
0,56,1.299873948097229,0.3515625
0,80,1.3529189825057983,0.3984375
0,57,1.4011422395706177,0.3046875
0,81,1.3471784591674805,0.3203125
0,58,1.3752360343933105,0.3203125
0,82,1.5094653367996216,0.2578125
0,59,1.3337875604629517,0.3515625
0,83,1.3867889642715454,0.3125
0,60,1.3736411333084106,0.3203125
0,84,1.302836537361145,0.3203125
0,61,1.4464012384414673,0.2890625
0,85,1.36982262134552,0.3671875
0,62,1.420292615890503,0.265625
0,86,1.452125072479248,0.2578125
0,63,1.3847986459732056,0.2578125
0,87,1.2505470514297485,0.453125
0,64,1.4934815168380737,0.2734375
0,88,1.3231948614120483,0.359375
0,65,1.3484811782836914,0.328125
0,89,1.3590645790100098,0.3828125
0,66,1.3355400562286377,0.3125
0,90,1.3266323804855347,0.3515625
0,67,1.374416470527649,0.2734375
0,91,1.3453314304351807,0.34375
0,68,1.4024500846862793,0.3046875
0,92,1.2634570598602295,0.296875
0,69,1.2274343967437744,0.4609375
0,93,1.2831553220748901,0.28125
0,70,1.1700818538665771,0.4453125
0,94,1.254691481590271,0.390625
0,71,1.4248919486999512,0.2890625
0,95,1.2998318672180176,0.34375
0,72,1.5250494480133057,0.3046875
0,96,1.2736495733261108,0.3828125
0,73,1.351412296295166,0.390625
0,97,1.2486790418624878,0.421875
0,74,1.3112720251083374,0.3984375
0,98,1.253771185874939,0.453125
0,75,1.2897371053695679,0.3515625
0,99,1.180722951889038,0.4375
0,76,1.5021028518676758,0.2734375
0,100,1.246722936630249,0.4140625
0,77,1.4441279172897339,0.3203125
0,101,1.318812608718872,0.3359375
0,78,1.3502039909362793,0.2890625
0,102,1.252808690071106,0.4453125
0,79,1.3048920631408691,0.34375
0,103,1.250931978225708,0.3671875
0,80,1.3529189825057983,0.3984375
0,104,1.1962592601776123,0.421875
0,81,1.3471784591674805,0.3203125
0,105,1.136260747909546,0.4609375
0,82,1.5094653367996216,0.2578125
0,106,1.2100324630737305,0.390625
0,83,1.3867889642715454,0.3125
0,107,1.3079206943511963,0.390625
0,108,1.3026442527770996,0.3671875
0,109,1.2291094064712524,0.484375
0,110,1.1665349006652832,0.4609375
0,111,1.127120852470398,0.46875
0,112,1.1392145156860352,0.4296875
0,113,1.139847755432129,0.453125
0,114,1.217206358909607,0.4609375
0,115,1.235119104385376,0.4296875
0,116,1.3334839344024658,0.390625
0,0,1.7577799558639526,0.109375
0,117,1.2602145671844482,0.375
0,1,1.7898255586624146,0.078125
0,118,1.3144738674163818,0.390625
0,2,1.7568527460098267,0.171875
0,119,1.2069004774093628,0.3984375
0,3,1.7954983711242676,0.1015625
0,120,1.2979824542999268,0.375
0,4,1.7300087213516235,0.1328125
0,121,1.281010389328003,0.4609375
0,5,1.782071590423584,0.1328125
0,122,1.2096550464630127,0.421875
0,6,1.8711228370666504,0.078125
0,123,1.2726106643676758,0.3515625
0,7,1.696824312210083,0.1640625
0,124,1.2102468013763428,0.40625
0,8,1.7707586288452148,0.140625
0,125,1.1338545083999634,0.421875
0,9,1.7078378200531006,0.1875
0,126,1.1706948280334473,0.421875
0,10,1.5711365938186646,0.2265625
0,127,1.323384165763855,0.3671875
0,11,1.6941955089569092,0.1875
0,128,1.2433488368988037,0.34375
0,12,1.7064391374588013,0.203125
0,129,1.2109019756317139,0.3828125
0,13,1.7120260000228882,0.15625
0,130,1.226564884185791,0.453125
0,14,1.5700191259384155,0.171875
0,131,1.0664905309677124,0.546875
0,15,1.7209819555282593,0.2109375
0,132,1.3663488626480103,0.3125
0,16,1.5824347734451294,0.2265625
0,133,1.3469043970108032,0.3203125
0,17,1.558443307876587,0.28125
0,134,1.0072731971740723,0.484375
0,18,1.621130347251892,0.1875
0,135,1.245068073272705,0.390625
0,19,1.6413764953613281,0.171875
0,136,1.258963942527771,0.34375
0,20,1.5045206546783447,0.2265625
0,137,1.2897582054138184,0.3828125
0,21,1.5039465427398682,0.28125
0,138,1.1710718870162964,0.359375
0,22,1.6078999042510986,0.203125
0,139,1.0801687240600586,0.484375
0,23,1.571376919746399,0.25
0,140,1.1626055240631104,0.4296875
0,24,1.533425211906433,0.234375
0,141,1.2600975036621094,0.4296875
0,25,1.3483535051345825,0.3046875
0,142,1.399026870727539,0.3046875
0,26,1.5266741514205933,0.2734375
0,143,1.140167236328125,0.5
0,27,1.5523910522460938,0.2890625
0,144,1.0959364175796509,0.4921875
0,28,1.46401047706604,0.28125
0,145,1.1579837799072266,0.421875
0,29,1.3904004096984863,0.3125
0,146,1.2271028757095337,0.34375
0,30,1.546677589416504,0.2578125
0,147,1.129507303237915,0.4296875
0,31,1.5677555799484253,0.203125
0,148,1.1899925470352173,0.4453125
0,32,1.6054308414459229,0.1484375
0,149,1.2031654119491577,0.390625
0,33,1.525712251663208,0.21875
0,150,1.1439436674118042,0.5
0,34,1.5442378520965576,0.1796875
0,151,1.234095573425293,0.3984375
0,35,1.5162382125854492,0.25
0,152,1.0894989967346191,0.5
0,36,1.5676078796386719,0.25
0,153,1.091866135597229,0.4453125
0,37,1.4514570236206055,0.265625
0,154,1.1769715547561646,0.3984375
0,38,1.5212147235870361,0.25
0,155,1.1932247877120972,0.4375
0,39,1.4379621744155884,0.296875
0,156,1.1777687072753906,0.46875
0,40,1.4768606424331665,0.28125
0,157,1.1951355934143066,0.4921875
0,41,1.554386854171753,0.21875
0,158,1.2177293300628662,0.4609375
0,42,1.349185585975647,0.3125
0,159,1.2748076915740967,0.3984375
0,43,1.2617040872573853,0.3828125
0,160,1.2082635164260864,0.40625
0,44,1.4602606296539307,0.28125
0,161,1.1757991313934326,0.4140625
0,45,1.4459409713745117,0.265625
0,162,1.2812412977218628,0.3359375
0,46,1.390754222869873,0.3984375
0,163,1.1738781929016113,0.4921875
0,47,1.3913469314575195,0.28125
0,164,1.289353370666504,0.375
0,48,1.3701171875,0.3359375
0,165,1.1603533029556274,0.4921875
0,49,1.3953241109848022,0.3359375
0,166,0.9713231325149536,0.5078125
0,50,1.4084522724151611,0.296875
0,167,1.2006276845932007,0.3984375
0,51,1.4806873798370361,0.234375
0,168,1.2338517904281616,0.3984375
0,52,1.5591042041778564,0.234375
0,169,1.2172887325286865,0.3515625
0,53,1.5044358968734741,0.2734375
0,170,1.1073737144470215,0.4609375
0,54,1.3556371927261353,0.3359375
0,171,1.0432313680648804,0.46875
0,55,1.265066385269165,0.359375
0,172,1.2484581470489502,0.40625
0,56,1.299873948097229,0.3515625
0,173,1.1435511112213135,0.3984375
0,57,1.4011422395706177,0.3046875
0,174,1.1296818256378174,0.4375
0,58,1.3752360343933105,0.3203125
0,175,1.1374481916427612,0.4609375
0,59,1.3337875604629517,0.3515625
0,176,1.23406183719635,0.4375
0,60,1.3736411333084106,0.3203125
0,177,1.1796293258666992,0.484375
0,61,1.4464012384414673,0.2890625
0,178,1.137557029724121,0.4609375
0,62,1.420292615890503,0.265625
0,179,1.1312483549118042,0.375
0,63,1.3847986459732056,0.2578125
0,180,1.0661866664886475,0.5078125
0,64,1.4934815168380737,0.2734375
0,181,1.197092056274414,0.390625
0,65,1.3484811782836914,0.328125
0,182,1.1773123741149902,0.3515625
0,66,1.3355400562286377,0.3125
0,183,1.1412867307662964,0.40625
0,67,1.374416470527649,0.2734375
0,184,1.1554899215698242,0.5078125
0,68,1.4024500846862793,0.3046875
0,185,1.136810302734375,0.4375
0,69,1.2274343967437744,0.4609375
0,186,1.1129891872406006,0.4296875
0,70,1.1700818538665771,0.4453125
0,187,1.2821013927459717,0.4140625
0,71,1.4248919486999512,0.2890625
0,188,1.1952786445617676,0.4609375
0,72,1.5250494480133057,0.3046875
0,189,1.1373364925384521,0.5
0,73,1.351412296295166,0.390625
0,190,1.1008613109588623,0.484375
0,74,1.3112720251083374,0.3984375
0,191,1.2302716970443726,0.4140625
0,75,1.2897371053695679,0.3515625
0,192,1.2957414388656616,0.375
0,76,1.5021028518676758,0.2734375
0,193,1.117640733718872,0.4921875
0,77,1.4441279172897339,0.3203125
0,194,1.1644673347473145,0.40625
0,78,1.3502039909362793,0.2890625
0,195,1.0826448202133179,0.4609375
0,79,1.3048920631408691,0.34375
0,196,1.0266765356063843,0.484375
0,80,1.3529189825057983,0.3984375
0,197,1.1812407970428467,0.390625
0,81,1.3471784591674805,0.3203125
0,198,1.0193445682525635,0.5390625
0,82,1.5094653367996216,0.2578125
0,199,1.1101441383361816,0.4921875
0,83,1.3867889642715454,0.3125
0,200,1.1541197299957275,0.4296875
0,84,1.302836537361145,0.3203125
0,201,1.1709216833114624,0.4921875
0,85,1.36982262134552,0.3671875
0,202,1.166260004043579,0.4140625
0,86,1.452125072479248,0.2578125
0,203,1.140854835510254,0.4765625
0,87,1.2505470514297485,0.453125
0,204,1.118023157119751,0.484375
0,88,1.3231948614120483,0.359375
0,205,0.9817676544189453,0.5
0,89,1.3590645790100098,0.3828125
0,206,1.1713625192642212,0.4375
0,90,1.3266323804855347,0.3515625
0,207,1.1100902557373047,0.4921875
0,91,1.3453314304351807,0.34375
0,208,1.2451025247573853,0.4453125
0,92,1.2634570598602295,0.296875
0,209,1.0722297430038452,0.46875
0,93,1.2831553220748901,0.28125
0,210,1.101706624031067,0.5
0,94,1.254691481590271,0.390625
0,211,1.139723539352417,0.40625
0,95,1.2998318672180176,0.34375
0,212,1.0392649173736572,0.5234375
0,96,1.2736495733261108,0.3828125
0,213,1.069112777709961,0.484375
0,97,1.2486790418624878,0.421875
0,214,1.001803994178772,0.484375
0,98,1.253771185874939,0.453125
0,215,1.1429392099380493,0.4765625
0,99,1.180722951889038,0.4375
0,216,1.0138616561889648,0.5234375
0,100,1.246722936630249,0.4140625
0,217,1.0469920635223389,0.5390625
0,101,1.318812608718872,0.3359375
0,218,1.117254376411438,0.4296875
0,102,1.252808690071106,0.4453125
0,219,1.1985230445861816,0.4296875
0,103,1.250931978225708,0.3671875
0,220,1.0604254007339478,0.4921875
0,104,1.1962592601776123,0.421875
0,221,1.014005422592163,0.5703125
0,105,1.136260747909546,0.4609375
0,222,1.197439432144165,0.4296875
0,106,1.2100324630737305,0.390625
0,223,1.0065867900848389,0.5546875
0,107,1.3079206943511963,0.390625
0,224,1.1338814496994019,0.375
0,108,1.3026442527770996,0.3671875
0,225,1.1334996223449707,0.4609375
0,109,1.2291094064712524,0.484375
0,226,1.077461838722229,0.4609375
0,110,1.1665349006652832,0.4609375
0,227,1.1254980564117432,0.4453125
0,111,1.127120852470398,0.46875
0,228,0.9794962406158447,0.5703125
0,112,1.1392145156860352,0.4296875
0,229,1.1758192777633667,0.46875
0,113,1.139847755432129,0.453125
0,230,1.1831494569778442,0.4140625
0,114,1.217206358909607,0.4609375
0,231,1.1412396430969238,0.4453125
0,115,1.235119104385376,0.4296875
0,232,1.1247329711914062,0.4453125
0,116,1.3334839344024658,0.390625
0,233,1.0149829387664795,0.484375
0,117,1.2602145671844482,0.375
0,234,1.1494848728179932,0.4765625
0,118,1.3144738674163818,0.390625
0,235,1.031255841255188,0.5
0,119,1.2069004774093628,0.3984375
0,236,1.124300241470337,0.4921875
0,120,1.2979824542999268,0.375
0,237,1.155208945274353,0.4375
0,121,1.281010389328003,0.4609375
0,238,1.103492021560669,0.4765625
0,122,1.2096550464630127,0.421875
0,239,1.0809595584869385,0.4609375
0,123,1.2726106643676758,0.3515625
0,240,1.2852189540863037,0.4375
0,124,1.2102468013763428,0.40625
0,241,1.1064194440841675,0.4609375
0,125,1.1338545083999634,0.421875
0,242,1.2221457958221436,0.5
0,126,1.1706948280334473,0.421875
0,243,1.1222013235092163,0.5078125
0,127,1.323384165763855,0.3671875
0,244,1.135737657546997,0.4609375
0,128,1.2433488368988037,0.34375
0,245,1.1090278625488281,0.46875
0,129,1.2109019756317139,0.3828125
0,246,1.1467477083206177,0.46875
0,130,1.226564884185791,0.453125
0,247,1.1323223114013672,0.5078125
0,131,1.0664905309677124,0.546875
0,248,1.0138667821884155,0.515625
0,132,1.3663488626480103,0.3125
0,249,0.9926843047142029,0.5546875
0,133,1.3469043970108032,0.3203125
0,250,1.1712260246276855,0.4609375
0,134,1.0072731971740723,0.484375
0,251,1.101202368736267,0.453125
0,135,1.245068073272705,0.390625
0,252,1.0598959922790527,0.4765625
0,136,1.258963942527771,0.34375
0,253,1.1064043045043945,0.5
0,137,1.2897582054138184,0.3828125
0,254,1.0094797611236572,0.5234375
0,138,1.1710718870162964,0.359375
0,255,0.9546962380409241,0.546875
0,139,1.0801687240600586,0.484375
0,256,1.0667991638183594,0.46875
0,140,1.1626055240631104,0.4296875
0,257,1.002467393875122,0.5546875
0,141,1.2600975036621094,0.4296875
0,258,1.006704568862915,0.5625
0,142,1.399026870727539,0.3046875
0,259,1.1063072681427002,0.46875
0,143,1.140167236328125,0.5
0,260,1.1096010208129883,0.4765625
0,144,1.0959364175796509,0.4921875
0,261,1.0043953657150269,0.53125
0,145,1.1579837799072266,0.421875
0,262,0.948753833770752,0.5390625
0,146,1.2271028757095337,0.34375
0,263,0.940009593963623,0.5
0,147,1.129507303237915,0.4296875
0,264,1.0815539360046387,0.5
0,148,1.1899925470352173,0.4453125
0,265,1.0178327560424805,0.546875
0,149,1.2031654119491577,0.390625
0,266,1.0512447357177734,0.515625
0,150,1.1439436674118042,0.5
0,267,0.8954401612281799,0.5625
0,151,1.234095573425293,0.3984375
0,268,1.0477267503738403,0.484375
0,152,1.0894989967346191,0.5
0,269,1.034050703048706,0.484375
0,153,1.091866135597229,0.4453125
0,270,1.1323570013046265,0.4375
0,154,1.1769715547561646,0.3984375
0,271,0.9811927676200867,0.5546875
0,272,1.188110113143921,0.4375
0,155,1.1932247877120972,0.4375
0,273,0.9412200450897217,0.5625
0,156,1.1777687072753906,0.46875
0,274,0.9941447377204895,0.53125
0,157,1.1951355934143066,0.4921875
0,275,1.032962441444397,0.4921875
0,158,1.2177293300628662,0.4609375
0,276,0.991422176361084,0.5390625
0,159,1.2748076915740967,0.3984375
0,277,1.0203797817230225,0.515625
0,160,1.2082635164260864,0.40625
0,278,1.122770071029663,0.4296875
0,161,1.1757991313934326,0.4140625
0,279,1.0506043434143066,0.515625
0,162,1.2812412977218628,0.3359375
0,280,1.000624179840088,0.546875
0,163,1.1738781929016113,0.4921875
0,281,1.023904800415039,0.5078125
0,164,1.289353370666504,0.375
0,282,1.125887393951416,0.5234375
0,165,1.1603533029556274,0.4921875
0,283,1.042513370513916,0.484375
0,166,0.9713231325149536,0.5078125
0,284,1.0090947151184082,0.5625
0,167,1.2006276845932007,0.3984375
0,285,1.0820727348327637,0.4453125
0,168,1.2338517904281616,0.3984375
0,286,1.0241167545318604,0.4765625
0,169,1.2172887325286865,0.3515625
0,287,0.9669590592384338,0.53125
0,170,1.1073737144470215,0.4609375
0,288,1.0194566249847412,0.5
0,171,1.0432313680648804,0.46875
0,289,1.1496366262435913,0.4609375
0,172,1.2484581470489502,0.40625
0,290,1.007799744606018,0.5078125
0,173,1.1435511112213135,0.3984375
0,291,1.0830254554748535,0.515625
0,174,1.1296818256378174,0.4375
0,292,0.9651857018470764,0.546875
0,175,1.1374481916427612,0.4609375
0,293,1.0227620601654053,0.4921875
0,176,1.23406183719635,0.4375
0,294,0.9682377576828003,0.5546875
0,177,1.1796293258666992,0.484375
0,295,0.9607250094413757,0.5234375
0,178,1.137557029724121,0.4609375
0,296,0.9718064069747925,0.5234375
0,179,1.1312483549118042,0.375
0,297,1.0877764225006104,0.4609375
0,180,1.0661866664886475,0.5078125
0,298,0.950111448764801,0.5546875
0,181,1.197092056274414,0.390625
0,299,1.0894789695739746,0.5
0,182,1.1773123741149902,0.3515625
0,300,1.00608491897583,0.5625
0,183,1.1412867307662964,0.40625
0,301,0.9045378565788269,0.578125
0,184,1.1554899215698242,0.5078125
0,302,0.9797841310501099,0.5078125
0,185,1.136810302734375,0.4375
0,303,0.9927929639816284,0.546875
0,186,1.1129891872406006,0.4296875
0,304,1.0012816190719604,0.53125
0,187,1.2821013927459717,0.4140625
0,305,0.978381872177124,0.515625
0,188,1.1952786445617676,0.4609375
0,306,1.0603867769241333,0.5390625
0,189,1.1373364925384521,0.5
0,307,1.091336727142334,0.4765625
0,190,1.1008613109588623,0.484375
0,308,0.9865731596946716,0.5234375
0,191,1.2302716970443726,0.4140625
0,309,0.9796615242958069,0.5078125
0,192,1.2957414388656616,0.375
0,310,0.9175947904586792,0.5546875
0,193,1.117640733718872,0.4921875
0,311,0.8977234959602356,0.640625
0,194,1.1644673347473145,0.40625
0,312,0.9714051485061646,0.5390625
0,195,1.0826448202133179,0.4609375
0,313,0.9223514795303345,0.578125
0,196,1.0266765356063843,0.484375
0,314,0.9410257339477539,0.5234375
0,197,1.1812407970428467,0.390625
0,315,1.0066032409667969,0.546875
0,198,1.0193445682525635,0.5390625
0,316,1.0147056579589844,0.5390625
0,199,1.1101441383361816,0.4921875
0,317,1.0078914165496826,0.5390625
0,200,1.1541197299957275,0.4296875
0,318,0.8944730162620544,0.5390625
0,201,1.1709216833114624,0.4921875
0,319,0.9416648745536804,0.5859375
0,202,1.166260004043579,0.4140625
0,320,0.9595223665237427,0.5546875
0,203,1.140854835510254,0.4765625
0,321,0.8767662048339844,0.546875
0,204,1.118023157119751,0.484375
0,322,0.9459363222122192,0.5703125
0,205,0.9817676544189453,0.5
0,323,0.9217607378959656,0.5546875
0,206,1.1713625192642212,0.4375
0,324,1.0998971462249756,0.5390625
0,207,1.1100902557373047,0.4921875
0,325,1.0629833936691284,0.4765625
0,208,1.2451025247573853,0.4453125
0,326,1.0241016149520874,0.4765625
0,209,1.0722297430038452,0.46875
0,327,0.9996052980422974,0.4609375
0,210,1.101706624031067,0.5
0,328,1.0397447347640991,0.5625
0,211,1.139723539352417,0.40625
0,329,1.1317689418792725,0.421875
0,212,1.0392649173736572,0.5234375
0,330,0.9390233755111694,0.59375
0,213,1.069112777709961,0.484375
0,331,1.014182209968567,0.5234375
0,214,1.001803994178772,0.484375
0,332,1.0129108428955078,0.5546875
0,215,1.1429392099380493,0.4765625
0,333,0.8268121480941772,0.6171875
0,216,1.0138616561889648,0.5234375
0,334,1.0366556644439697,0.515625
0,217,1.0469920635223389,0.5390625
0,335,0.8817939758300781,0.5859375
0,218,1.117254376411438,0.4296875
0,336,1.0000135898590088,0.5078125
0,219,1.1985230445861816,0.4296875
0,337,0.9224755167961121,0.546875
0,220,1.0604254007339478,0.4921875
0,338,0.8447327613830566,0.5859375
0,221,1.014005422592163,0.5703125
0,339,0.9647015333175659,0.6015625
0,222,1.197439432144165,0.4296875
0,340,0.9677877426147461,0.515625
0,223,1.0065867900848389,0.5546875
0,341,0.9839383363723755,0.5390625
0,224,1.1338814496994019,0.375
0,342,0.9156692624092102,0.5625
0,225,1.1334996223449707,0.4609375
0,343,0.9241082668304443,0.546875
0,226,1.077461838722229,0.4609375
0,344,1.0443572998046875,0.484375
0,227,1.1254980564117432,0.4453125
0,345,0.9820643663406372,0.515625
0,228,0.9794962406158447,0.5703125
0,346,1.0317370891571045,0.484375
0,229,1.1758192777633667,0.46875
0,347,1.0285775661468506,0.46875
0,230,1.1831494569778442,0.4140625
0,348,0.8485524654388428,0.609375
0,231,1.1412396430969238,0.4453125
0,349,0.9298866987228394,0.6328125
0,232,1.1247329711914062,0.4453125
0,350,0.9980686902999878,0.53125
0,233,1.0149829387664795,0.484375
0,351,1.056272029876709,0.4609375
0,234,1.1494848728179932,0.4765625
0,352,0.8934230804443359,0.578125
0,235,1.031255841255188,0.5
0,353,0.9382643699645996,0.5703125
0,236,1.124300241470337,0.4921875
0,354,0.9295863509178162,0.5390625
